minute,hour,day,month,temp,humidity,wind,pressure,precip,pm2.5,co,no2,o3,so2
39,9,1,1,26.8,84,1.8,30.51,0.0,-999,-999,-999,-999,-999
0,9,8,1,-999,-999,-999,-999,-999,3,.14,3.5,28,0
39,10,1,1,28.6,83,1.4,30.49,0.0,-999,-999,-999,-999,-999
0,10,8,1,-999,-999,-999,-999,-999,3,.13,2.9,29,0
39,11,1,1,28.8,82,2.0,30.46,0.0,-999,-999,-999,-999,-999
0,11,8,1,-999,-999,-999,-999,-999,3,.18,3,29,0
39,12,1,1,29.4,80,1.9,30.43,0.0,-999,-999,-999,-999,-999
0,12,8,1,-999,-999,-999,-999,-999,3,.16,2.6,30,0
39,13,1,1,29.9,81,2.1,30.4,0.0,-999,-999,-999,-999,-999
0,13,8,1,-999,-999,-999,-999,-999,3,.17,2.5,31,0
39,14,1,1,29.9,80,2.8,30.37,0.0,-999,-999,-999,-999,-999
0,14,8,1,-999,-999,-999,-999,-999,2,.16,2.1,32,0
39,15,1,1,30.3,80,2.1,30.32,0.0,-999,-999,-999,-999,-999
0,15,8,1,-999,-999,-999,-999,-999,3,.16,3,32,0
39,16,1,1,30.5,79,2.8,30.31,0.0,-999,-999,-999,-999,-999
0,16,8,1,-999,-999,-999,-999,-999,3,.17,4.1,32,0
39,17,1,1,30.1,79,3.6,30.29,0.0,-999,-999,-999,-999,-999
0,17,8,1,-999,-999,-999,-999,-999,5,.17,7.1,30,0
39,18,1,1,29.5,79,4.9,30.27,0.0,-999,-999,-999,-999,-999
0,18,8,1,-999,-999,-999,-999,-999,5,.16,8.3,28,0
39,19,1,1,28.8,78,4.8,30.2,0.0,-999,-999,-999,-999,-999
0,19,8,1,-999,-999,-999,-999,-999,4,.15,5.7,30,0
39,20,1,1,28.5,78,5.5,30.17,0.0,-999,-999,-999,-999,-999
0,20,8,1,-999,-999,-999,-999,-999,4,.14,5.2,30,0
39,21,1,1,28.3,78,4.6,30.13,0.0,-999,-999,-999,-999,-999
0,21,8,1,-999,-999,-999,-999,-999,4,.13,4.5,31,0
39,22,1,1,28.4,77,4.7,30.1,0.0,-999,-999,-999,-999,-999
0,22,8,1,-999,-999,-999,-999,-999,3,.12,2.3,34,0
39,23,1,1,25.6,95,6.1,30.06,0.0,-999,-999,-999,-999,-999
0,23,8,1,-999,-999,-999,-999,-999,2,.13,2.3,34,0
44,0,1,1,27.6,74,0.3,30.46,0.0,-999,-999,-999,-999,-999
0,0,9,1,-999,-999,-999,-999,-999,2,.13,2.3,34,0
44,1,1,1,26.3,78,0.7,30.45,0.0,-999,-999,-999,-999,-999
0,1,9,1,-999,-999,-999,-999,-999,2,.11,2.1,35,0
44,2,1,1,26.6,81,0.1,30.47,0.0,-999,-999,-999,-999,-999
0,2,9,1,-999,-999,-999,-999,-999,2,.11,1.9,34,0
44,3,1,1,27.4,77,1.4,30.47,0.0,-999,-999,-999,-999,-999
0,3,9,1,-999,-999,-999,-999,-999,2,.12,2.1,34,0
44,4,1,1,27.4,77,0.0,30.46,0.0,-999,-999,-999,-999,-999
0,4,9,1,-999,-999,-999,-999,-999,2,.11,2.7,33,0
44,5,1,1,28.0,74,0.1,30.48,0.0,-999,-999,-999,-999,-999
0,5,9,1,-999,-999,-999,-999,-999,2,.13,2.5,33,0
44,6,1,1,27.2,83,1.9,30.5,0.0,-999,-999,-999,-999,-999
0,6,9,1,-999,-999,-999,-999,-999,2,.13,2.5,33,0
44,7,1,1,26.5,84,0.1,30.49,0.0,-999,-999,-999,-999,-999
0,7,9,1,-999,-999,-999,-999,-999,2,.14,5,31,0
44,8,1,1,27.0,85,0.2,30.5,0.0,-999,-999,-999,-999,-999
0,8,9,1,-999,-999,-999,-999,-999,2,.14,3.2,32,0
44,9,1,1,26.7,85,1.9,30.51,0.0,-999,-999,-999,-999,-999
0,9,9,1,-999,-999,-999,-999,-999,2,.16,2.9,32,0
44,10,1,1,28.6,83,1.8,30.49,0.0,-999,-999,-999,-999,-999
0,10,9,1,-999,-999,-999,-999,-999,2,.14,2.7,33,0
44,11,1,1,28.9,82,1.7,30.45,0.0,-999,-999,-999,-999,-999
0,11,9,1,-999,-999,-999,-999,-999,2,.15,2.5,33,0
44,12,1,1,29.5,81,1.4,30.43,0.0,-999,-999,-999,-999,-999
0,12,9,1,-999,-999,-999,-999,-999,2,.16,3.1,32,0
44,13,1,1,30.1,81,2.6,30.39,0.0,-999,-999,-999,-999,-999
0,13,9,1,-999,-999,-999,-999,-999,2,.15,2.1,33,0
44,14,1,1,30.2,80,2.7,30.37,0.0,-999,-999,-999,-999,-999
0,14,9,1,-999,-999,-999,-999,-999,2,.15,2,33,0
44,15,1,1,30.4,80,2.2,30.32,0.0,-999,-999,-999,-999,-999
0,15,9,1,-999,-999,-999,-999,-999,2,.16,3.2,32,0
44,16,1,1,30.5,79,3.2,30.31,0.0,-999,-999,-999,-999,-999
0,16,9,1,-999,-999,-999,-999,-999,4,.16,4.6,31,0
44,17,1,1,30.0,79,4.1,30.28,0.0,-999,-999,-999,-999,-999
0,17,9,1,-999,-999,-999,-999,-999,5,.18,4.2,31,0
44,18,1,1,29.3,79,4.0,30.27,0.0,-999,-999,-999,-999,-999
0,18,9,1,-999,-999,-999,-999,-999,5,.17,3.7,31,0
44,19,1,1,28.7,78,5.3,30.2,0.0,-999,-999,-999,-999,-999
0,19,9,1,-999,-999,-999,-999,-999,5,.18,4.2,31,0
44,20,1,1,28.5,78,3.8,30.17,0.0,-999,-999,-999,-999,-999
0,20,9,1,-999,-999,-999,-999,-999,5,.19,4.5,30,0
44,21,1,1,28.3,78,6.3,30.12,0.0,-999,-999,-999,-999,-999
0,21,9,1,-999,-999,-999,-999,-999,4,.2,5.1,28,0
44,22,1,1,28.3,77,5.8,30.1,0.0,-999,-999,-999,-999,-999
0,22,9,1,-999,-999,-999,-999,-999,4,.19,5.7,27,0
44,23,1,1,25.6,95,5.7,30.06,0.0,-999,-999,-999,-999,-999
0,23,9,1,-999,-999,-999,-999,-999,3,.15,3.2,29,0
49,0,1,1,27.5,74,0.0,30.45,0.0,-999,-999,-999,-999,-999
0,0,10,1,-999,-999,-999,-999,-999,3,.13,2.5,30,0
49,1,1,1,26.1,79,0.0,30.46,0.0,-999,-999,-999,-999,-999
0,1,10,1,-999,-999,-999,-999,-999,3,.13,2.9,29,0
49,2,1,1,26.6,82,0.0,30.47,0.0,-999,-999,-999,-999,-999
0,2,10,1,-999,-999,-999,-999,-999,3,.13,3.5,28,0
49,3,1,1,27.4,77,2.6,30.47,0.0,-999,-999,-999,-999,-999
0,3,10,1,-999,-999,-999,-999,-999,3,.14,4.3,26,.1
49,4,1,1,27.5,77,2.6,30.47,0.0,-999,-999,-999,-999,-999
0,4,10,1,-999,-999,-999,-999,-999,3,.14,4,26,0
49,5,1,1,28.1,74,0.1,30.48,0.0,-999,-999,-999,-999,-999
0,5,10,1,-999,-999,-999,-999,-999,2,.14,5.6,25,0
49,6,1,1,26.8,84,1.7,30.5,0.0,-999,-999,-999,-999,-999
0,6,10,1,-999,-999,-999,-999,-999,2,.15,7.5,22,0
49,7,1,1,26.7,84,0.0,30.49,0.0,-999,-999,-999,-999,-999
0,7,10,1,-999,-999,-999,-999,-999,2,.16,6.6,23,0
49,8,1,1,27.1,85,1.0,30.5,0.0,-999,-999,-999,-999,-999
0,8,10,1,-999,-999,-999,-999,-999,3,.15,7.1,22,0
49,9,1,1,26.7,85,1.7,30.51,0.0,-999,-999,-999,-999,-999
0,9,10,1,-999,-999,-999,-999,-999,3,.15,4.5,25,0
49,10,1,1,28.8,84,1.5,30.48,0.0,-999,-999,-999,-999,-999
0,10,10,1,-999,-999,-999,-999,-999,2,.14,2.7,26,0
49,11,1,1,28.9,82,1.7,30.45,0.0,-999,-999,-999,-999,-999
0,11,10,1,-999,-999,-999,-999,-999,3,.15,2.8,26,0
49,12,1,1,29.6,81,1.2,30.42,0.0,-999,-999,-999,-999,-999
0,12,10,1,-999,-999,-999,-999,-999,3,.16,3.8,25,0
49,13,1,1,29.9,80,3.8,30.39,0.0,-999,-999,-999,-999,-999
0,13,10,1,-999,-999,-999,-999,-999,3,.16,4.2,25,0
49,14,1,1,30.4,80,2.9,30.37,0.0,-999,-999,-999,-999,-999
0,14,10,1,-999,-999,-999,-999,-999,3,.18,5.5,24,0
49,15,1,1,30.5,80,2.3,30.32,0.0,-999,-999,-999,-999,-999
0,15,10,1,-999,-999,-999,-999,-999,3,.19,7,22,0
49,16,1,1,30.5,79,4.0,30.3,0.0,-999,-999,-999,-999,-999
0,16,10,1,-999,-999,-999,-999,-999,3,.21,9.2,20,0
49,17,1,1,29.9,79,3.4,30.28,0.0,-999,-999,-999,-999,-999
0,17,10,1,-999,-999,-999,-999,-999,4,.19,10.8,20,0
49,18,1,1,29.3,79,3.9,30.26,0.0,-999,-999,-999,-999,-999
0,18,10,1,-999,-999,-999,-999,-999,5,.22,15.9,16,0
49,19,1,1,28.7,78,5.8,30.2,0.0,-999,-999,-999,-999,-999
0,19,10,1,-999,-999,-999,-999,-999,6,.22,16.7,15,0
49,20,1,1,28.5,78,4.3,30.17,0.0,-999,-999,-999,-999,-999
0,20,10,1,-999,-999,-999,-999,-999,6,.23,17.5,14,0
49,21,1,1,28.3,78,5.3,30.12,0.0,-999,-999,-999,-999,-999
0,21,10,1,-999,-999,-999,-999,-999,10,.38,24.4,6,.1
49,22,1,1,28.2,78,5.5,30.1,0.0,-999,-999,-999,-999,-999
0,22,10,1,-999,-999,-999,-999,-999,7,.29,27.1,4,0
49,23,1,1,25.6,95,5.6,30.06,0.0,-999,-999,-999,-999,-999
0,23,10,1,-999,-999,-999,-999,-999,8,.31,25.3,5,.1
53,23,1,1,25.5,95,5.2,30.05,0.0,-999,-999,-999,-999,-999
0,0,11,1,-999,-999,-999,-999,-999,10,.32,21.6,6,0
54,0,1,1,27.3,75,0.3,30.45,0.0,-999,-999,-999,-999,-999
0,1,11,1,-999,-999,-999,-999,-999,12,.29,16.1,10,.1
54,1,1,1,26.2,79,0.0,30.46,0.0,-999,-999,-999,-999,-999
0,2,11,1,-999,-999,-999,-999,-999,13,.27,11.5,13,.1
54,2,1,1,26.6,82,0.0,30.47,0.0,-999,-999,-999,-999,-999
0,3,11,1,-999,-999,-999,-999,-999,12,.26,11.4,13,.1
54,3,1,1,27.4,76,1.8,30.47,0.0,-999,-999,-999,-999,-999
0,4,11,1,-999,-999,-999,-999,-999,12,.24,12.9,12,.1
54,4,1,1,27.5,76,2.2,30.47,0.0,-999,-999,-999,-999,-999
0,5,11,1,-999,-999,-999,-999,-999,11,.23,14.3,11,0
54,5,1,1,28.0,73,0.0,30.49,0.0,-999,-999,-999,-999,-999
0,6,11,1,-999,-999,-999,-999,-999,12,.26,20.6,5,.1
54,6,1,1,26.6,84,1.1,30.5,0.0,-999,-999,-999,-999,-999
0,7,11,1,-999,-999,-999,-999,-999,12,.31,24.4,1,.1
54,7,1,1,27.0,83,0.8,30.49,0.0,-999,-999,-999,-999,-999
0,8,11,1,-999,-999,-999,-999,-999,11,.31,24.1,2,.1
54,8,1,1,27.0,85,1.8,30.5,0.0,-999,-999,-999,-999,-999
0,9,11,1,-999,-999,-999,-999,-999,11,.32,20.1,7,.1
54,9,1,1,26.9,85,2.5,30.51,0.0,-999,-999,-999,-999,-999
0,10,11,1,-999,-999,-999,-999,-999,10,.27,13.4,13,.1
54,10,1,1,28.6,83,1.9,30.48,0.0,-999,-999,-999,-999,-999
0,11,11,1,-999,-999,-999,-999,-999,11,.31,14.7,12,.2
54,11,1,1,29.1,82,1.5,30.44,0.0,-999,-999,-999,-999,-999
0,12,11,1,-999,-999,-999,-999,-999,11,.29,13.9,14,.2
54,12,1,1,29.7,81,1.1,30.42,0.0,-999,-999,-999,-999,-999
0,13,11,1,-999,-999,-999,-999,-999,10,.28,12.1,15,.1
54,13,1,1,30.0,81,3.4,30.39,0.0,-999,-999,-999,-999,-999
0,14,11,1,-999,-999,-999,-999,-999,11,.28,12.2,22,.4
54,14,1,1,30.5,79,3.2,30.36,0.0,-999,-999,-999,-999,-999
0,15,11,1,-999,-999,-999,-999,-999,14,.26,11.8,25,.4
54,15,1,1,30.7,80,2.1,30.32,0.0,-999,-999,-999,-999,-999
0,16,11,1,-999,-999,-999,-999,-999,18,.28,13.6,23,.2
54,16,1,1,30.5,79,2.9,30.3,0.0,-999,-999,-999,-999,-999
0,17,11,1,-999,-999,-999,-999,-999,18,.29,14.2,18,.1
54,17,1,1,29.9,79,3.1,30.29,0.0,-999,-999,-999,-999,-999
0,18,11,1,-999,-999,-999,-999,-999,17,.31,14.1,17,.1
54,18,1,1,29.2,80,2.9,30.26,0.0,-999,-999,-999,-999,-999
0,19,11,1,-999,-999,-999,-999,-999,19,.27,12.5,20,.2
54,19,1,1,28.6,78,5.3,30.19,0.0,-999,-999,-999,-999,-999
0,20,11,1,-999,-999,-999,-999,-999,21,.27,12.9,20,.2
54,20,1,1,28.5,78,4.5,30.16,0.0,-999,-999,-999,-999,-999
0,21,11,1,-999,-999,-999,-999,-999,22,.27,14,17,.2
54,21,1,1,28.3,78,5.5,30.12,0.0,-999,-999,-999,-999,-999
0,22,11,1,-999,-999,-999,-999,-999,22,.26,12.4,17,.2
54,22,1,1,27.8,81,6.4,30.1,0.0,-999,-999,-999,-999,-999
0,23,11,1,-999,-999,-999,-999,-999,21,.21,8.5,22,.2
59,0,1,1,27.2,75,0.0,30.45,0.0,-999,-999,-999,-999,-999
0,0,12,1,-999,-999,-999,-999,-999,19,.19,8.3,22,.2
59,1,1,1,26.2,79,0.5,30.46,0.0,-999,-999,-999,-999,-999
0,1,12,1,-999,-999,-999,-999,-999,19,.18,7.3,23,.2
59,2,1,1,26.6,82,0.0,30.47,0.0,-999,-999,-999,-999,-999
0,2,12,1,-999,-999,-999,-999,-999,17,.18,6.6,24,.1
59,3,1,1,27.4,76,2.1,30.46,0.0,-999,-999,-999,-999,-999
0,3,12,1,-999,-999,-999,-999,-999,17,.18,8.2,23,.1
59,4,1,1,27.5,76,1.8,30.47,0.0,-999,-999,-999,-999,-999
0,4,12,1,-999,-999,-999,-999,-999,16,.18,8.8,23,.1
59,5,1,1,28.1,74,0.0,30.49,0.0,-999,-999,-999,-999,-999
0,5,12,1,-999,-999,-999,-999,-999,15,.22,8.2,24,.1
59,6,1,1,26.5,84,0.0,30.5,0.0,-999,-999,-999,-999,-999
0,6,12,1,-999,-999,-999,-999,-999,15,.22,8.6,23,.1
59,7,1,1,26.9,83,0.7,30.49,0.0,-999,-999,-999,-999,-999
0,7,12,1,-999,-999,-999,-999,-999,14,.24,9.6,22,.1
59,8,1,1,27.0,85,1.2,30.5,0.0,-999,-999,-999,-999,-999
0,8,12,1,-999,-999,-999,-999,-999,12,.26,13.5,18,.1
59,9,1,1,27.0,85,2.1,30.5,0.0,-999,-999,-999,-999,-999
0,9,12,1,-999,-999,-999,-999,-999,12,.24,12.6,19,.1
59,10,1,1,28.6,83,1.9,30.48,0.0,-999,-999,-999,-999,-999
0,10,12,1,-999,-999,-999,-999,-999,11,.26,14.1,18,.1
59,11,1,1,29.1,82,1.3,30.44,0.0,-999,-999,-999,-999,-999
0,11,12,1,-999,-999,-999,-999,-999,10,.22,8.4,23,.1
59,12,1,1,29.8,81,1.1,30.42,0.0,-999,-999,-999,-999,-999
0,12,12,1,-999,-999,-999,-999,-999,9,.21,7,25,.1
59,13,1,1,29.9,80,2.4,30.39,0.0,-999,-999,-999,-999,-999
0,13,12,1,-999,-999,-999,-999,-999,8,.21,7.9,24,.1
59,14,1,1,30.5,79,3.6,30.35,0.0,-999,-999,-999,-999,-999
0,14,12,1,-999,-999,-999,-999,-999,7,.21,7.9,25,.1
59,15,1,1,30.8,79,2.1,30.32,0.0,-999,-999,-999,-999,-999
0,15,12,1,-999,-999,-999,-999,-999,6,.24,11.3,22,.1
59,16,1,1,30.5,79,2.5,30.3,0.0,-999,-999,-999,-999,-999
0,16,12,1,-999,-999,-999,-999,-999,8,.27,15.5,18,.1
59,17,1,1,29.9,79,2.1,30.29,0.0,-999,-999,-999,-999,-999
0,17,12,1,-999,-999,-999,-999,-999,7,.24,15.1,19,.1
59,18,1,1,29.2,80,3.2,30.25,0.0,-999,-999,-999,-999,-999
0,18,12,1,-999,-999,-999,-999,-999,7,.25,12.3,21,.1
59,19,1,1,28.6,79,5.0,30.19,0.0,-999,-999,-999,-999,-999
0,19,12,1,-999,-999,-999,-999,-999,8,.25,13.5,19,.1
59,20,1,1,28.5,78,5.5,30.16,0.0,-999,-999,-999,-999,-999
0,20,12,1,-999,-999,-999,-999,-999,8,.22,10.3,22,0
59,21,1,1,28.3,78,5.5,30.11,0.0,-999,-999,-999,-999,-999
0,21,12,1,-999,-999,-999,-999,-999,8,.26,11.8,20,.1
59,22,1,1,26.9,87,5.5,30.1,0.0,-999,-999,-999,-999,-999
0,22,12,1,-999,-999,-999,-999,-999,9,.22,10.5,20,0
1,4,2,1,24.5,96,6.0,29.83,0.0,-999,-999,-999,-999,-999
0,23,12,1,-999,-999,-999,-999,-999,9,.24,9.4,20,0
4,0,2,1,25.4,95,6.7,30.04,0.0,-999,-999,-999,-999,-999
0,0,13,1,-999,-999,-999,-999,-999,12,.24,9.2,19,.1
4,1,2,1,24.6,95,7.9,29.97,0.0,12,-999,-999,-999,-999,-999
0,1,13,1,-999,-999,-999,-999,-999,.23,9.5,17,.1
4,2,2,1,24.6,96,7.7,29.93,0.0,-999,-999,-999,-999,-999
0,2,13,1,-999,-999,-999,-999,-999,17,.25,10.1,16,.1
4,3,2,1,24.3,96,7.3,29.88,0.0,-999,-999,-999,-999,-999
0,3,13,1,-999,-999,-999,-999,-999,18,.25,11.9,13,.1
4,5,2,1,24.6,96,6.1,29.78,0.0,-999,-999,-999,-999,-999
0,4,13,1,-999,-999,-999,-999,-999,18,.25,13.4,10,.1
4,6,2,1,25.4,97,5.0,29.79,0.0,-999,-999,-999,-999,-999
0,5,13,1,-999,-999,-999,-999,-999,19,.27,13,9,.1
4,7,2,1,25.5,97,6.5,29.8,0.0,10,-999,-999,-999,-999,-999
0,6,13,1,-999,-999,-999,-999,-999,.29,14.8,6,.1
4,8,2,1,25.3,97,4.1,29.83,0.0,-999,-999,-999,-999,-999
0,7,13,1,-999,-999,-999,-999,-999,19,.3,16.2,4,.1
4,9,2,1,25.6,97,5.4,29.86,0.0,11,-999,-999,-999,-999,-999
0,8,13,1,-999,-999,-999,-999,-999,.31,17.7,3,.1
4,10,2,1,28.3,96,3.0,29.89,0.0,-999,-999,-999,-999,-999
0,9,13,1,-999,-999,-999,-999,-999,19,.32,15.9,5,.1
4,11,2,1,29.4,96,2.4,29.92,0.0,-999,-999,-999,-999,-999
0,10,13,1,-999,-999,-999,-999,-999,18,.29,16.7,5,.3
4,12,2,1,32.9,85,2.8,29.91,0.0,-999,-999,-999,-999,-999
0,11,13,1,-999,-999,-999,-999,-999,17,.28,15.2,8,.2
4,13,2,1,34.8,70,2.7,29.95,0.04,-999,-999,-999,-999,-999
0,12,13,1,-999,-999,-999,-999,-999,15,.27,13.4,11,.1
4,14,2,1,34.7,71,3.5,29.98,0.08,-999,-999,-999,-999,-999
0,13,13,1,-999,-999,-999,-999,-999,13,.3,14.8,10,.1
4,15,2,1,33.5,75,3.2,30.02,0.1,15,-999,-999,-999,-999,-999
0,14,13,1,-999,-999,-999,-999,-999,.3,15.5,8,.1
4,16,2,1,33.6,75,3.5,30.05,0.12,-999,-999,-999,-999,-999
0,15,13,1,-999,-999,-999,-999,-999,10,.28,14.1,9,.1
4,17,2,1,31.8,79,2.8,30.07,0.12,-999,-999,-999,-999,-999
0,16,13,1,-999,-999,-999,-999,-999,9,.3,16.3,7,0
4,18,2,1,31.4,80,3.9,30.1,0.12,-999,-999,-999,-999,-999
0,17,13,1,-999,-999,-999,-999,-999,10,.25,13.1,12,0
4,19,2,1,31.5,74,2.6,30.12,0.12,13,-999,-999,-999,-999,-999
0,18,13,1,-999,-999,-999,-999,-999,.21,11.1,15,0
4,20,2,1,30.6,75,1.4,30.14,0.12,-999,-999,-999,-999,-999
0,19,13,1,-999,-999,-999,-999,-999,12,.21,10.8,15,0
4,21,2,1,30.5,74,0.5,30.14,0.12,-999,-999,-999,-999,-999
0,20,13,1,-999,-999,-999,-999,-999,12,.21,11.8,14,0
4,22,2,1,30.3,76,0.0,30.16,0.12,-999,-999,-999,-999,-999
0,21,13,1,-999,-999,-999,-999,-999,10,.21,11.6,12,0
4,23,2,1,30.2,75,0.0,30.15,0.12,10,-999,-999,-999,-999,-999
0,22,13,1,-999,-999,-999,-999,-999,.23,16.1,8,0
9,0,2,1,25.2,95,8.6,30.04,0.0,-999,-999,-999,-999,-999
0,23,13,1,-999,-999,-999,-999,-999,13,.27,15.3,9,0
9,1,2,1,24.7,95,6.6,29.97,0.0,12,-999,-999,-999,-999,-999
0,0,14,1,-999,-999,-999,-999,-999,.25,13.6,9,0
9,2,2,1,24.6,96,7.5,29.92,0.0,-999,-999,-999,-999,-999
0,1,14,1,-999,-999,-999,-999,-999,18,.24,13.7,9,.1
9,3,2,1,24.4,96,5.7,29.88,0.0,-999,-999,-999,-999,-999
0,2,14,1,-999,-999,-999,-999,-999,17,.23,10.7,12,0
9,4,2,1,24.5,96,6.4,29.82,0.0,-999,-999,-999,-999,-999
0,3,14,1,-999,-999,-999,-999,-999,17,.22,12.1,11,.1
9,5,2,1,24.7,96,5.3,29.78,0.0,-999,-999,-999,-999,-999
0,4,14,1,-999,-999,-999,-999,-999,17,.23,14.2,9,0
9,6,2,1,25.4,97,5.9,29.79,0.0,-999,-999,-999,-999,-999
0,5,14,1,-999,-999,-999,-999,-999,17,.23,23.4,1,.1
9,7,2,1,25.4,97,4.8,29.8,0.0,10,-999,-999,-999,-999,-999
0,6,14,1,-999,-999,-999,-999,-999,.3,25.2,0,.1
9,8,2,1,25.4,97,5.3,29.84,0.0,-999,-999,-999,-999,-999
0,7,14,1,-999,-999,-999,-999,-999,17,.33,25.4,0,.1
9,9,2,1,25.8,97,4.7,29.86,0.0,10,-999,-999,-999,-999,-999
0,8,14,1,-999,-999,-999,-999,-999,.31,21.1,1,.1
9,10,2,1,28.9,97,2.5,29.89,0.0,-999,-999,-999,-999,-999
0,9,14,1,-999,-999,-999,-999,-999,20,.26,16,5,.1
9,11,2,1,29.6,95,2.8,29.92,0.0,-999,-999,-999,-999,-999
0,10,14,1,-999,-999,-999,-999,-999,21,.26,15.7,7,.1
9,12,2,1,33.2,83,3.3,29.91,0.0,-999,-999,-999,-999,-999
0,11,14,1,-999,-999,-999,-999,-999,20,.23,9.4,13,.1
9,13,2,1,34.5,70,4.1,29.95,0.04,-999,-999,-999,-999,-999
0,12,14,1,-999,-999,-999,-999,-999,22,.23,7.5,16,.1
9,14,2,1,34.7,71,3.2,29.98,0.08,-999,-999,-999,-999,-999
0,13,14,1,-999,-999,-999,-999,-999,22,.24,8.7,16,.1
9,15,2,1,33.6,75,2.3,30.02,0.1,12,-999,-999,-999,-999,-999
0,14,14,1,-999,-999,-999,-999,-999,.23,9.5,16,.1
9,16,2,1,33.4,77,2.5,30.05,0.12,-999,-999,-999,-999,-999
0,15,14,1,-999,-999,-999,-999,-999,19,.22,8.6,16,.1
9,17,2,1,31.7,79,2.3,30.07,0.12,-999,-999,-999,-999,-999
0,16,14,1,-999,-999,-999,-999,-999,22,.25,12.1,13,.1
9,18,2,1,31.3,80,3.0,30.1,0.12,10,-999,-999,-999,-999,-999
0,17,14,1,-999,-999,-999,-999,-999,.27,14.1,11,.1
9,19,2,1,31.4,74,1.3,30.12,0.12,12,-999,-999,-999,-999,-999
0,18,14,1,-999,-999,-999,-999,-999,.26,13.2,12,0
9,20,2,1,30.7,75,1.2,30.14,0.12,-999,-999,-999,-999,-999
0,19,14,1,-999,-999,-999,-999,-999,24,.26,14.4,9,.1
9,21,2,1,30.4,75,0.0,30.14,0.12,-999,-999,-999,-999,-999
0,20,14,1,-999,-999,-999,-999,-999,26,.27,12.8,10,0
9,22,2,1,30.3,75,0.7,30.16,0.12,10,-999,-999,-999,-999,-999
0,21,14,1,-999,-999,-999,-999,-999,.27,12.1,10,.1
9,23,2,1,30.1,76,0.0,30.15,0.12,17,-999,-999,-999,-999,-999
0,22,14,1,-999,-999,-999,-999,-999,.27,13.3,9,.1
14,0,2,1,25.1,95,8.6,30.03,0.0,-999,-999,-999,-999,-999
0,23,14,1,-999,-999,-999,-999,-999,24,.24,13.3,10,.1
14,1,2,1,24.7,95,7.4,29.96,0.0,-999,-999,-999,-999,-999
0,0,15,1,-999,-999,-999,-999,-999,25,.23,12.5,11,.1
14,2,2,1,24.6,96,6.4,29.92,0.0,-999,-999,-999,-999,-999
0,1,15,1,-999,-999,-999,-999,-999,23,.21,12.8,10,.4
14,3,2,1,24.4,96,8.1,29.88,0.0,-999,-999,-999,-999,-999
0,2,15,1,-999,-999,-999,-999,-999,24,.22,13,8,.5
14,4,2,1,24.6,96,4.8,29.82,0.0,-999,-999,-999,-999,-999
0,3,15,1,-999,-999,-999,-999,-999,24,.23,10,9,.4
14,5,2,1,24.8,96,4.3,29.78,0.0,-999,-999,-999,-999,-999
0,4,15,1,-999,-999,-999,-999,-999,24,.24,11.5,8,.4
14,6,2,1,25.4,97,4.6,29.79,0.0,-999,-999,-999,-999,-999
0,5,15,1,-999,-999,-999,-999,-999,26,.22,9.6,11,.6
14,7,2,1,25.4,97,6.5,29.8,0.0,10,-999,-999,-999,-999,-999
0,6,15,1,-999,-999,-999,-999,-999,.24,10,12,.8
14,8,2,1,25.4,97,5.3,29.85,0.0,-999,-999,-999,-999,-999
0,7,15,1,-999,-999,-999,-999,-999,31,.23,9.8,12,.5
14,9,2,1,25.8,97,5.5,29.86,0.0,11,-999,-999,-999,-999,-999
0,8,15,1,-999,-999,-999,-999,-999,.23,10.8,11,.5
14,10,2,1,29.4,97,3.3,29.89,0.0,-999,-999,-999,-999,-999
0,9,15,1,-999,-999,-999,-999,-999,32,.23,9.5,12,.5
14,11,2,1,30.1,96,2.2,29.91,0.0,-999,-999,-999,-999,-999
0,10,15,1,-999,-999,-999,-999,-999,26,.22,7.7,16,.4
14,12,2,1,33.2,79,4.1,29.91,0.0,-999,-999,-999,-999,-999
0,11,15,1,-999,-999,-999,-999,-999,23,.24,7.7,18,.4
14,13,2,1,34.2,71,5.4,29.95,0.05,-999,-999,-999,-999,-999
0,12,15,1,-999,-999,-999,-999,-999,21,.23,7.3,20,.4
14,14,2,1,34.8,71,2.3,29.99,0.09,-999,-999,-999,-999,-999
0,13,15,1,-999,-999,-999,-999,-999,20,.22,6.9,23,.3
14,15,2,1,33.8,76,2.4,30.02,0.11,-999,-999,-999,-999,-999
0,14,15,1,-999,-999,-999,-999,-999,19,.25,9.3,21,.3
14,16,2,1,33.4,76,5.1,30.05,0.12,-999,-999,-999,-999,-999
0,15,15,1,-999,-999,-999,-999,-999,19,.23,9.7,21,.3
14,17,2,1,31.7,79,2.1,30.07,0.12,-999,-999,-999,-999,-999
0,16,15,1,-999,-999,-999,-999,-999,21,.24,11.3,20,.2
14,18,2,1,31.3,80,4.2,30.1,0.12,-999,-999,-999,-999,-999
0,17,15,1,-999,-999,-999,-999,-999,23,.27,13.5,17,.3
14,19,2,1,31.4,74,1.8,30.12,0.12,-999,-999,-999,-999,-999
0,18,15,1,-999,-999,-999,-999,-999,24,.27,13.3,17,.4
14,20,2,1,30.6,74,1.7,30.14,0.12,-999,-999,-999,-999,-999
0,19,15,1,-999,-999,-999,-999,-999,22,.26,13.3,17,.5
14,21,2,1,30.4,76,0.1,30.15,0.12,-999,-999,-999,-999,-999
0,20,15,1,-999,-999,-999,-999,-999,21,.25,12.1,18,.5
